package_name,version,epoch,repository,languages
openjdk-20,20.0.2.9,4,https://github.com/openjdk/jdk20u,"{'Java': 361893124, 'C++': 64944804, 'C': 35754913, 'Assembly': 11179317, 'Objective-C': 1941670, 'HTML': 1541747, 'XSLT': 1139379, 'Roff': 802234, 'Hack': 797859, 'Shell': 751116, 'M4': 725838, 'Python': 251540, 'JavaScript': 94811, 'TypeScript': 43752, 'Makefile': 38732, 'Mathematica': 33636, 'DTrace': 32222, 'Metal': 32216, 'Awk': 28914, 'Perl': 14712, 'CSS': 9773, 'GDB': 5042, 'sed': 3129, 'AppleScript': 2473, 'Batchfile': 1713, 'Red': 396, 'SourcePawn': 222}"
openjdk-21,21.0.4,1,https://github.com/openjdk/jdk21u.git,"{'Java': 372498111, 'C++': 68926218, 'C': 36076593, 'Assembly': 11179317, 'Objective-C': 1948262, 'HTML': 1536713, 'XSLT': 1139415, 'Roff': 768508, 'M4': 751221, 'Shell': 746671, 'Python': 256556, 'JavaScript': 99680, 'TypeScript': 43752, 'Makefile': 43171, 'Noir': 39007, 'Mathematica': 33636, 'DTrace': 32222, 'Metal': 32216, 'Awk': 28914, 'Perl': 12459, 'GDB': 12003, 'CSS': 9773, 'sed': 3129, 'AppleScript': 2473, 'Raku': 2253, 'Pawn': 1844, 'Batchfile': 1713, 'Red': 396, 'SourcePawn': 222}"
openjdk-22,22.0.2,0,https://github.com/openjdk/jdk22u.git,"{'Java': 374449231, 'C++': 68497161, 'C': 36075744, 'Assembly': 11179317, 'Objective-C': 1944025, 'HTML': 1542305, 'XSLT': 1140522, 'Roff': 813270, 'Hack': 799397, 'Shell': 752583, 'M4': 749776, 'Python': 256640, 'JavaScript': 99892, 'TypeScript': 43752, 'Makefile': 43154, 'Mathematica': 33636, 'DTrace': 32222, 'Metal': 32216, 'Awk': 28914, 'Perl': 14712, 'GDB': 11947, 'CSS': 9773, 'sed': 3129, 'AppleScript': 2473, 'Batchfile': 1713, 'Red': 396, 'SourcePawn': 222}"
openjdk-23,23,0,https://github.com/openjdk/jdk23u,"{'Java': 376556020, 'C++': 69914880, 'C': 36076327, 'Assembly': 14036214, 'Objective-C': 1953260, 'HTML': 1335103, 'XSLT': 1140955, 'Roff': 779672, 'Shell': 751116, 'M4': 741767, 'Python': 256974, 'JavaScript': 99788, 'TypeScript': 43752, 'Makefile': 41858, 'Noir': 39007, 'Mathematica': 33636, 'DTrace': 32222, 'Metal': 32216, 'Awk': 28914, 'Perl': 12746, 'GDB': 11947, 'CSS': 10092, 'Pawn': 4585, 'sed': 3129, 'AppleScript': 2473, 'Raku': 2253, 'Batchfile': 1713, 'BitBake': 1221, 'Red': 396, 'SourcePawn': 222}"
openjdk-24,24,0,https://github.com/openjdk/jdk,"{'Java': 380001932, 'C++': 70690130, 'C': 40418759, 'Assembly': 14041524, 'Objective-C': 1954672, 'HTML': 1309299, 'XSLT': 1147173, 'Roff': 788929, 'M4': 765346, 'Shell': 753316, 'Python': 256974, 'CMake': 179478, 'JavaScript': 99784, 'Cuda': 50875, 'Makefile': 48967, 'TypeScript': 43752, 'Noir': 39007, 'Mathematica': 33636, 'DTrace': 32306, 'Metal': 32216, 'Awk': 28914, 'Perl': 12746, 'GDB': 11947, 'CSS': 10092, 'Pawn': 4585, 'sed': 3129, 'AppleScript': 2473, 'Raku': 2253, 'Batchfile': 1713, 'BitBake': 1221, 'Red': 396, 'SourcePawn': 222}"
openldap,2.6.8,5,https://git.openldap.org/openldap/openldap.git,{'Makefile': 242874}
openlibm,0.8.3,0,https://github.com/JuliaLang/openlibm,"{'C': 1507807, 'Assembly': 67077, 'CMake': 22077, 'Makefile': 5582, 'BitBake': 4552, 'C++': 2808}"
openmpi,5.0.5,0,https://github.com/open-mpi/ompi,"{'C': 21274572, 'Shell': 950972, 'Fortran': 804859, 'Makefile': 587320, 'Java': 411929, 'Perl': 296615, 'M4': 259195, 'C++': 74323, 'TeX': 60092, 'Python': 7746, 'Roff': 5150, 'Tcl': 1441, 'sed': 1291}"
openpmix,5.0.3,0,https://github.com/openpmix/openpmix,"{'C': 6370085, 'Shell': 420847, 'Makefile': 200714, 'C++': 199789, 'Cython': 194893, 'Python': 106501, 'M4': 74165, 'Perl': 59093}"
openrc,0.55.1,0,https://github.com/OpenRC/openrc,"{'C': 442199, 'Shell': 200399, 'Meson': 27206, 'Perl': 1203}"
openscap,1.4.0,1,https://github.com/OpenSCAP/openscap,"{'XSLT': 15713184, 'C': 4373570, 'Shell': 1110922, 'Python': 137328, 'CMake': 111441, 'Roff': 49802, 'Rich Text Format': 49793, 'JavaScript': 25258, 'Perl': 16341, 'SWIG': 16022, 'Smarty': 14476, 'CSS': 2278, 'Lua': 61}"
opensearch-2,2.17.0,0,https://github.com/opensearch-project/OpenSearch,"{'Java': 86649417, 'Groovy': 266661, 'Shell': 38711, 'Batchfile': 18349, 'ANTLR': 10108, 'Dockerfile': 6111, 'Python': 5008, 'Emacs Lisp': 3341, 'Standard ML': 3134, 'HTML': 2177, 'FreeMarker': 45}"
opensearch-dashboards-2,2.17.0,0,https://github.com/opensearch-project/OpenSearch-Dashboards.git,"{'TypeScript': 26776729, 'JavaScript': 5883059, 'SCSS': 241653, 'CSS': 200638, 'ANTLR': 73773, 'Shell': 67644, 'Handlebars': 14711, 'EJS': 13471, 'Dockerfile': 7893, 'Batchfile': 4667, 'HTML': 641}"
openssl-fips-test,0.1,0,https://github.com/chainguard-dev/openssl-fips-test,"{'C': 5810, 'Emacs Lisp': 1187, 'Makefile': 400}"
openssl,3.3.2,0,https://github.com/openssl/openssl.git,"{'C': 27921874, 'Perl': 8357448, 'C++': 297800, 'Raku': 203883, 'Assembly': 199540, 'Shell': 114516, 'M4': 46625, 'CMake': 12086, 'Python': 9052, 'eC': 7473, 'DIGITAL Command Language': 5687, 'Dockerfile': 1638, 'Ruby': 1344, 'sed': 502}"
opentelemetry-collector-contrib,0.111.0,0,https://github.com/open-telemetry/opentelemetry-collector-contrib,"{'Go': 20571126, 'Makefile': 31644, 'Shell': 7331, 'Dockerfile': 1887, 'HTML': 259}"
opentelemetry-collector,0.111.0,0,https://github.com/open-telemetry/opentelemetry-collector,"{'Go': 3172529, 'Makefile': 28556, 'Shell': 10460, 'HTML': 4924, 'Jinja': 3100, 'sed': 2356}"
opentofu,1.8.3,0,https://github.com/opentofu/opentofu,"{'Go': 12179545, 'MDX': 1308131, 'HCL': 44749, 'Shell': 19954, 'Makefile': 8632, 'Dockerfile': 4048, 'PowerShell': 1623, 'JavaScript': 1342}"
openvpn,2.6.12,0,https://github.com/OpenVPN/openvpn,"{'C': 4056625, 'Shell': 72053, 'M4': 59439, 'CMake': 48303, 'Makefile': 30155, 'Python': 15180, 'BitBake': 645}"
oranda,0.6.5,0,https://github.com/axodotdev/oranda,"{'Rust': 311422, 'CSS': 61066, 'JavaScript': 38115, 'Jinja': 27822, 'Handlebars': 14037, 'Nix': 3088}"
oras,1.2.0,3,https://github.com/oras-project/oras,"{'Go': 780824, 'Makefile': 6439, 'Shell': 6319, 'Dockerfile': 1038}"
osv-scanner,1.9.0,0,https://github.com/google/osv-scanner,"{'Go': 1407538, 'Python': 25614, 'HTML': 10052, 'Java': 9299, 'Dockerfile': 8805, 'PHP': 5628, 'R': 4673, 'Ruby': 3611, 'Shell': 2985, 'Rust': 108}"
overmind,2.5.1,4,https://github.com/DarthSim/overmind,"{'Go': 41394, 'Ruby': 16890, 'Shell': 3890, 'Dockerfile': 1335}"
owfs,3.2.4,0,https://github.com/owfs/owfs,"{'C': 3244415, 'Pascal': 415449, 'Roff': 327547, 'VBA': 324231, 'M4': 151507, 'Tcl': 82415, 'Python': 81874, 'Shell': 50399, 'Makefile': 48072, 'C#': 39370, 'Perl': 35456, 'PHP': 35430, 'Java': 29841, 'C++': 20743, 'Assembly': 13412, 'Ruby': 10020, 'SWIG': 1999}"
pango,1.54.0,0,https://gitlab.gnome.org/GNOME/pango.git,{'Dockerfile': 1103}
paranoia,0.2.1,19,https://github.com/jetstack/paranoia,"{'Go': 69202, 'Shell': 975, 'Dockerfile': 862}"
parseable,1.5.4,0,https://github.com/parseablehq/parseable,"{'Rust': 1063111, 'PowerShell': 5637, 'Shell': 5017, 'Smarty': 3046, 'Handlebars': 1871, 'Dockerfile': 1244, 'Makefile': 354}"
parted,3.6,1,https://git.savannah.gnu.org/git/parted.git,{'Makefile': 27111}
patchelf,0.18.0,0,https://github.com/NixOS/patchelf,"{'C': 190751, 'C++': 107625, 'Shell': 40464, 'M4': 22537, 'Makefile': 6919, 'Roff': 5524, 'Nix': 5191, 'Assembly': 994}"
patroni,4.0.2,0,https://github.com/zalando/patroni,"{'Python': 2109032, 'Gherkin': 50632, 'Dockerfile': 12422, 'Shell': 8686}"
paxmark,0.1.0,1,https://github.com/edera-dev/paxmark,"{'Rust': 6232, 'Shell': 164}"
pax-utils,1.3.7,2,git://anongit.gentoo.org/proj/pax-utils.git,{'C': 456814}
pciutils,3.10.0,1,https://github.com/pciutils/pciutils,"{'C': 847372, 'Roff': 41064, 'Makefile': 13082, 'Perl': 12944, 'Shell': 2359}"
pcre2,10.44,1,https://github.com/PCRE2Project/pcre2.git,"{'C': 3005782, 'Shell': 117179, 'Python': 64523, 'M4': 60925, 'CMake': 58169, 'Batchfile': 50330, 'DIGITAL Command Language': 39517, 'Makefile': 29914, 'Perl': 12453, 'Zig': 2767, 'Starlark': 2191}"
pdftk,3.3.3,0,https://gitlab.com/pdftk-java/pdftk,{'Java': 3314581}
percona-server-8.4,8.4.0,0,https://github.com/percona/percona-server,"{'C++': 169661840, 'C': 34668625, 'Java': 8160291, 'C#': 6246724, 'CMake': 2404830, 'BitBake': 1760734, 'Objective-C': 1539398, 'Python': 1461559, 'Shell': 1430871, 'Perl': 1196870, 'Makefile': 1049405, 'Yacc': 659527, 'Starlark': 592203, 'PHP': 566265, 'JavaScript': 448932, 'Roff': 438042, 'M4': 296747, 'Pascal': 257274, 'NASL': 195921, 'Kotlin': 152486, 'RPC': 40267, 'SWIG': 27136, 'Awk': 26441, 'DIGITAL Command Language': 26404, 'Lex': 20782, 'PowerShell': 15601, 'Batchfile': 15490, 'Assembly': 14575, 'Gnuplot': 13714, 'HTML': 13251, 'Pawn': 9667, 'Ruby': 9461, 'Emacs Lisp': 7850, 'LLVM': 6162, 'Vim Script': 3805, 'POV-Ray SDL': 2898, 'CSS': 2559, 'VBScript': 1599, 'Module Management System': 1545, 'Dockerfile': 634, 'Raku': 540, 'Visual Basic 6.0': 433, 'PLSQL': 280}"
perl-clone,0.47,0,https://github.com/garu/Clone.git,"{'Perl': 33436, 'XS': 11132}"
perl-dbi,1.645,0,https://github.com/perl5-dbi/dbi,"{'Perl': 1727286, 'C': 600925, 'HTML': 331347, 'XS': 207845, 'GDB': 134}"
perl-encode-locale,1.05,3,https://github.com/gisle/encode-locale.git,{'Perl': 17845}
perl-html-parser,3.83,0,https://github.com/libwww-perl/HTML-Parser.git,"{'Perl': 210953, 'C': 61785, 'XS': 14124, 'HTML': 3646}"
perl-html-tagset,3.24,2,https://github.com/libwww-perl/HTML-Tagset.git,{'Perl': 15668}
perl-http-date,6.06,3,https://github.com/libwww-perl/HTTP-Date.git,{'Perl': 20547}
perl-http-message,6.46,2,https://github.com/libwww-perl/HTTP-Message.git,{'Perl': 213902}
perl-net-http,6.23,3,https://github.com/libwww-perl/Net-HTTP.git,{'Perl': 49859}
perl-template-toolkit,3.102,0,https://github.com/abw/Template2.git,"{'Perl': 1527180, 'XS': 41353, 'Shell': 906, 'HTML': 48}"
perl-www-robotrules,6.02,4,https://github.com/gisle/www-robotrules.git,{'Perl': 27356}
perl,5.40.0,3,https://github.com/Perl/perl5.git,"{'Perl': 28145145, 'C': 11622813, 'Shell': 1416978, 'XS': 1235506, 'DIGITAL Command Language': 232265, 'C++': 201213, 'Makefile': 136735, 'Yacc': 54257, 'PHP': 46851, 'Roff': 26054, 'Prolog': 24640, 'Batchfile': 2696, 'TeX': 1708, 'DTrace': 491, 'Emacs Lisp': 312}"
petname,2.11,10,https://github.com/dustinkirkland/golang-petname,"{'Go': 17100, 'Roff': 1716}"
pgaudit-16,16,3,https://github.com/pgaudit/pgaudit.git,"{'C': 76239, 'PLpgSQL': 31246, 'Makefile': 568, 'Shell': 338}"
pgcat,1.2.0,0,https://github.com/postgresml/pgcat,"{'Rust': 504081, 'Ruby': 112605, 'Python': 15958, 'Shell': 13055, 'CSS': 5379, 'Go': 3138, 'Dockerfile': 2534, 'Smarty': 1808, 'PLpgSQL': 938}"
pg-failover-slots-16,1.1.0,0,https://github.com/EnterpriseDB/pg_failover_slots,"{'C': 42030, 'Perl': 12280, 'Makefile': 234}"
pgvector-16,0.7.4,0,https://github.com/pgvector/pgvector,"{'C': 325942, 'Perl': 94699, 'Makefile': 2626, 'Dockerfile': 592}"
php-8.1-amqp,2.1.2,1,https://github.com/php-amqp/php-amqp,"{'C': 380719, 'PHP': 361815, 'Shell': 5872, 'M4': 5319, 'Dockerfile': 2392, 'JavaScript': 798}"
php-8.1-apcu,5.1.24,0,https://github.com/krakjoe/apcu,"{'C': 221812, 'PHP': 127265, 'M4': 9809, 'JavaScript': 1040, 'Shell': 291, 'Makefile': 270}"
php-8.1-ddtrace,1.3.2,0,https://github.com/DataDog/dd-trace-php,"{'PHP': 200681156, 'JavaScript': 8337363, 'CSS': 7695781, 'Twig': 4227191, 'C': 1886433, 'HTML': 1602361, 'C++': 889098, 'Shell': 332377, 'Rust': 320065, 'Blade': 158127, 'Dockerfile': 146807, 'Groovy': 108483, 'Makefile': 88042, 'CMake': 82656, 'Roff': 67256, 'M4': 25658, 'Java': 19862, 'SCSS': 17121, 'C#': 16778, 'Batchfile': 9993, 'PowerShell': 6032, 'TSQL': 2290, 'Hack': 2089, 'DTrace': 1846, 'Ruby': 1764, 'Vue': 1117, 'Latte': 506}"
php-8.1-decimal,1.5.0,0,https://github.com/php-decimal/ext-decimal,"{'PHP': 257519, 'C': 217489, 'M4': 2621, 'JavaScript': 1449}"
php-8.1-ds,1.5.0,0,https://github.com/php-ds/ext-ds,"{'C': 301903, 'M4': 3482, 'JavaScript': 2334, 'PHP': 1611, 'Dockerfile': 136, 'Shell': 84}"
php-8.1-excimer,1.2.2,0,https://github.com/wikimedia/mediawiki-php-excimer,"{'C': 107485, 'PHP': 23705, 'M4': 1020}"
php-8.1-grpc,1.66.2,0,https://github.com/grpc/grpc,"{'C++': 21955337, 'Python': 3927996, 'C': 1310878, 'Starlark': 1243012, 'Shell': 786524, 'Ruby': 662599, 'Objective-C': 540237, 'PHP': 494224, 'Cython': 299205, 'Objective-C++': 267584, 'Dockerfile': 216591, 'C#': 155656, 'Batchfile': 50646, 'Go': 34794, 'CMake': 33349, 'Swift': 18917, 'XSLT': 9855, 'PowerShell': 6451, 'Java': 6259, 'JavaScript': 5803, 'Awk': 5444, 'Mako': 4487, 'CSS': 1519, 'HTML': 14}"
php-8.1-igbinary,3.2.16,0,https://github.com/igbinary/igbinary,"{'PHP': 379978, 'C': 157095, 'Shell': 7891, 'C++': 3510, 'M4': 2795, 'JavaScript': 1821, 'Dockerfile': 1106}"
php-8.1-imagick,3.7.0,1,https://github.com/Imagick/imagick,"{'C': 1070458, 'PHP': 447375, 'M4': 11207, 'Shell': 9040, 'Dockerfile': 5609, 'Nix': 539}"
php-8.1-memcached,3.2.0,1,https://github.com/php-memcached-dev/php-memcached,"{'C': 247134, 'PHP': 169152, 'M4': 15423, 'JavaScript': 1902}"
php-8.1-msgpack,3.0.0,0,https://github.com/msgpack/msgpack-php,"{'PHP': 1131046, 'C': 152866, 'M4': 763, 'JavaScript': 296}"
php-8.1-opentelemetry,1.1.0,0,https://github.com/open-telemetry/opentelemetry-php-instrumentation,"{'C': 51545, 'PHP': 48452, 'M4': 3591, 'Makefile': 899, 'JavaScript': 298, 'Shell': 70}"
php-8.1-pdo_snowflake,3.0.2,1,https://github.com/snowflakedb/pdo_snowflake,"{'C': 146542, 'PHP': 82372, 'C++': 48929, 'Shell': 19913, 'Batchfile': 9722, 'M4': 6297, 'CMake': 2012, 'Python': 1911, 'JavaScript': 1392, 'Dockerfile': 1216}"
php-8.1-redis,6.1.0,0,https://github.com/phpredis/phpredis,"{'C': 1170536, 'PHP': 617141, 'M4': 11025, 'Shell': 7042, 'JavaScript': 969}"
php-8.1-ssh2,1.4.1,0,https://github.com/php/pecl-networking-ssh2,"{'C': 124230, 'PHP': 8775, 'M4': 1659, 'JavaScript': 1464, 'Shell': 593}"
php-8.1-swoole,5.1.4,0,https://github.com/swoole/swoole-src,"{'C++': 3722049, 'PHP': 2382237, 'C': 206814, 'M4': 48386, 'Shell': 17237, 'CMake': 9088, 'PLpgSQL': 4955, 'Python': 3155, 'Go': 620, 'Makefile': 618, 'JavaScript': 372}"
php-8.1-xdebug,3.3.2,0,https://github.com/xdebug/xdebug,"{'PHP': 1790392, 'C': 859465, 'M4': 20270, 'Shell': 4615, 'JavaScript': 2826, 'Makefile': 2675, 'Vim Script': 2238, 'GDB': 822}"
php-8.1,8.1.29,5,https://github.com/php/php-src,"{'C': 65254687, 'PHP': 29965518, 'C++': 579703, 'M4': 407227, 'Shell': 299480, 'Lua': 272563, 'Assembly': 236754, 'JavaScript': 197957, 'Lex': 99312, 'Yacc': 92094, 'Makefile': 33356, 'Roff': 32243, 'GAP': 23811, 'Python': 13949, 'GDB': 13663, 'XSLT': 7963, 'Awk': 2920, 'Batchfile': 2193, 'DTrace': 2180, 'HTML': 1894}"
php-8.1-zstd,0.13.3,0,https://github.com/kjdev/php-ext-zstd,"{'C': 30674, 'PHP': 28797, 'M4': 4078}"
php-8.2-amqp,2.1.2,1,https://github.com/php-amqp/php-amqp,"{'C': 380719, 'PHP': 361815, 'Shell': 5872, 'M4': 5319, 'Dockerfile': 2392, 'JavaScript': 798}"
php-8.2-apcu,5.1.24,0,https://github.com/krakjoe/apcu,"{'C': 221812, 'PHP': 127265, 'M4': 9809, 'JavaScript': 1040, 'Shell': 291, 'Makefile': 270}"
php-8.2-ddtrace,1.3.2,0,https://github.com/DataDog/dd-trace-php,"{'PHP': 200681156, 'JavaScript': 8337363, 'CSS': 7695781, 'Twig': 4227191, 'C': 1886433, 'HTML': 1602361, 'C++': 889098, 'Shell': 332377, 'Rust': 320065, 'Blade': 158127, 'Dockerfile': 146807, 'Groovy': 108483, 'Makefile': 88042, 'CMake': 82656, 'Roff': 67256, 'M4': 25658, 'Java': 19862, 'SCSS': 17121, 'C#': 16778, 'Batchfile': 9993, 'PowerShell': 6032, 'TSQL': 2290, 'Hack': 2089, 'DTrace': 1846, 'Ruby': 1764, 'Vue': 1117, 'Latte': 506}"
php-8.2-decimal,1.5.0,0,https://github.com/php-decimal/ext-decimal,"{'PHP': 257519, 'C': 217489, 'M4': 2621, 'JavaScript': 1449}"
php-8.2-ds,1.5.0,0,https://github.com/php-ds/ext-ds,"{'C': 301903, 'M4': 3482, 'JavaScript': 2334, 'PHP': 1611, 'Dockerfile': 136, 'Shell': 84}"
php-8.2-excimer,1.2.2,0,https://github.com/wikimedia/mediawiki-php-excimer,"{'C': 107485, 'PHP': 23705, 'M4': 1020}"
php-8.2-grpc,1.66.2,0,https://github.com/grpc/grpc,"{'C++': 21955337, 'Python': 3927996, 'C': 1310878, 'Starlark': 1243012, 'Shell': 786524, 'Ruby': 662599, 'Objective-C': 540237, 'PHP': 494224, 'Cython': 299205, 'Objective-C++': 267584, 'Dockerfile': 216591, 'C#': 155656, 'Batchfile': 50646, 'Go': 34794, 'CMake': 33349, 'Swift': 18917, 'XSLT': 9855, 'PowerShell': 6451, 'Java': 6259, 'JavaScript': 5803, 'Awk': 5444, 'Mako': 4487, 'CSS': 1519, 'HTML': 14}"
php-8.2-igbinary,3.2.16,0,https://github.com/igbinary/igbinary,"{'PHP': 379978, 'C': 157095, 'Shell': 7891, 'C++': 3510, 'M4': 2795, 'JavaScript': 1821, 'Dockerfile': 1106}"
php-8.2-imagick,3.7.0,1,https://github.com/Imagick/imagick,"{'C': 1070458, 'PHP': 447375, 'M4': 11207, 'Shell': 9040, 'Dockerfile': 5609, 'Nix': 539}"
php-8.2-memcached,3.2.0,1,https://github.com/php-memcached-dev/php-memcached,"{'C': 247134, 'PHP': 169152, 'M4': 15423, 'JavaScript': 1902}"
php-8.2-msgpack,3.0.0,0,https://github.com/msgpack/msgpack-php,"{'PHP': 1131046, 'C': 152866, 'M4': 763, 'JavaScript': 296}"
php-8.2-opentelemetry,1.1.0,0,https://github.com/open-telemetry/opentelemetry-php-instrumentation,"{'C': 51545, 'PHP': 48452, 'M4': 3591, 'Makefile': 899, 'JavaScript': 298, 'Shell': 70}"
php-8.2-pdo_snowflake,3.0.2,1,https://github.com/snowflakedb/pdo_snowflake,"{'C': 146542, 'PHP': 82372, 'C++': 48929, 'Shell': 19913, 'Batchfile': 9722, 'M4': 6297, 'CMake': 2012, 'Python': 1911, 'JavaScript': 1392, 'Dockerfile': 1216}"
php-8.2-redis,6.1.0,0,https://github.com/phpredis/phpredis,"{'C': 1170536, 'PHP': 617141, 'M4': 11025, 'Shell': 7042, 'JavaScript': 969}"
php-8.2-ssh2,1.4.1,0,https://github.com/php/pecl-networking-ssh2,"{'C': 124230, 'PHP': 8775, 'M4': 1659, 'JavaScript': 1464, 'Shell': 593}"
php-8.2-swoole,5.1.4,0,https://github.com/swoole/swoole-src,"{'C++': 3722049, 'PHP': 2382237, 'C': 206814, 'M4': 48386, 'Shell': 17237, 'CMake': 9088, 'PLpgSQL': 4955, 'Python': 3155, 'Go': 620, 'Makefile': 618, 'JavaScript': 372}"
php-8.2-xdebug,3.3.2,0,https://github.com/xdebug/xdebug,"{'PHP': 1790392, 'C': 859465, 'M4': 20270, 'Shell': 4615, 'JavaScript': 2826, 'Makefile': 2675, 'Vim Script': 2238, 'GDB': 822}"
php-8.2,8.2.24,0,https://github.com/php/php-src,"{'C': 65254687, 'PHP': 29965518, 'C++': 579703, 'M4': 407227, 'Shell': 299480, 'Lua': 272563, 'Assembly': 236754, 'JavaScript': 197957, 'Lex': 99312, 'Yacc': 92094, 'Makefile': 33356, 'Roff': 32243, 'GAP': 23811, 'Python': 13949, 'GDB': 13663, 'XSLT': 7963, 'Awk': 2920, 'Batchfile': 2193, 'DTrace': 2180, 'HTML': 1894}"
php-8.2-zstd,0.13.3,0,https://github.com/kjdev/php-ext-zstd,"{'C': 30674, 'PHP': 28797, 'M4': 4078}"
php-8.3-amqp,2.1.2,1,https://github.com/php-amqp/php-amqp,"{'C': 380719, 'PHP': 361815, 'Shell': 5872, 'M4': 5319, 'Dockerfile': 2392, 'JavaScript': 798}"
php-8.3-apcu,5.1.24,0,https://github.com/krakjoe/apcu,"{'C': 221812, 'PHP': 127265, 'M4': 9809, 'JavaScript': 1040, 'Shell': 291, 'Makefile': 270}"
php-8.3-ddtrace,1.3.2,0,https://github.com/DataDog/dd-trace-php,"{'PHP': 200681156, 'JavaScript': 8337363, 'CSS': 7695781, 'Twig': 4227191, 'C': 1886433, 'HTML': 1602361, 'C++': 889098, 'Shell': 332377, 'Rust': 320065, 'Blade': 158127, 'Dockerfile': 146807, 'Groovy': 108483, 'Makefile': 88042, 'CMake': 82656, 'Roff': 67256, 'M4': 25658, 'Java': 19862, 'SCSS': 17121, 'C#': 16778, 'Batchfile': 9993, 'PowerShell': 6032, 'TSQL': 2290, 'Hack': 2089, 'DTrace': 1846, 'Ruby': 1764, 'Vue': 1117, 'Latte': 506}"
php-8.3-decimal,1.5.0,0,https://github.com/php-decimal/ext-decimal,"{'PHP': 257519, 'C': 217489, 'M4': 2621, 'JavaScript': 1449}"
php-8.3-ds,1.5.0,0,https://github.com/php-ds/ext-ds,"{'C': 301903, 'M4': 3482, 'JavaScript': 2334, 'PHP': 1611, 'Dockerfile': 136, 'Shell': 84}"
php-8.3-excimer,1.2.2,0,https://github.com/wikimedia/mediawiki-php-excimer,"{'C': 107485, 'PHP': 23705, 'M4': 1020}"
php-8.3-grpc,1.66.2,0,https://github.com/grpc/grpc,"{'C++': 21955337, 'Python': 3927996, 'C': 1310878, 'Starlark': 1243012, 'Shell': 786524, 'Ruby': 662599, 'Objective-C': 540237, 'PHP': 494224, 'Cython': 299205, 'Objective-C++': 267584, 'Dockerfile': 216591, 'C#': 155656, 'Batchfile': 50646, 'Go': 34794, 'CMake': 33349, 'Swift': 18917, 'XSLT': 9855, 'PowerShell': 6451, 'Java': 6259, 'JavaScript': 5803, 'Awk': 5444, 'Mako': 4487, 'CSS': 1519, 'HTML': 14}"
php-8.3-igbinary,3.2.16,0,https://github.com/igbinary/igbinary,"{'PHP': 379978, 'C': 157095, 'Shell': 7891, 'C++': 3510, 'M4': 2795, 'JavaScript': 1821, 'Dockerfile': 1106}"
php-8.3-imagick,3.7.0,1,https://github.com/Imagick/imagick,"{'C': 1070458, 'PHP': 447375, 'M4': 11207, 'Shell': 9040, 'Dockerfile': 5609, 'Nix': 539}"
php-8.3-memcached,3.2.0,1,https://github.com/php-memcached-dev/php-memcached,"{'C': 247134, 'PHP': 169152, 'M4': 15423, 'JavaScript': 1902}"
php-8.3-msgpack,3.0.0,0,https://github.com/msgpack/msgpack-php,"{'PHP': 1131046, 'C': 152866, 'M4': 763, 'JavaScript': 296}"
php-8.3-opentelemetry,1.1.0,0,https://github.com/open-telemetry/opentelemetry-php-instrumentation,"{'C': 51545, 'PHP': 48452, 'M4': 3591, 'Makefile': 899, 'JavaScript': 298, 'Shell': 70}"
php-8.3-redis,6.1.0,1,https://github.com/phpredis/phpredis,"{'C': 1170536, 'PHP': 617141, 'M4': 11025, 'Shell': 7042, 'JavaScript': 969}"
php-8.3-ssh2,1.4.1,0,https://github.com/php/pecl-networking-ssh2,"{'C': 124230, 'PHP': 8775, 'M4': 1659, 'JavaScript': 1464, 'Shell': 593}"
php-8.3-swoole,5.1.4,0,https://github.com/swoole/swoole-src,"{'C++': 3722049, 'PHP': 2382237, 'C': 206814, 'M4': 48386, 'Shell': 17237, 'CMake': 9088, 'PLpgSQL': 4955, 'Python': 3155, 'Go': 620, 'Makefile': 618, 'JavaScript': 372}"
php-8.3-xdebug,3.3.2,0,https://github.com/xdebug/xdebug,"{'PHP': 1790392, 'C': 859465, 'M4': 20270, 'Shell': 4615, 'JavaScript': 2826, 'Makefile': 2675, 'Vim Script': 2238, 'GDB': 822}"
php-8.3,8.3.12,0,https://github.com/php/php-src,"{'C': 65254687, 'PHP': 29965518, 'C++': 579703, 'M4': 407227, 'Shell': 299480, 'Lua': 272563, 'Assembly': 236754, 'JavaScript': 197957, 'Lex': 99312, 'Yacc': 92094, 'Makefile': 33356, 'Roff': 32243, 'GAP': 23811, 'Python': 13949, 'GDB': 13663, 'XSLT': 7963, 'Awk': 2920, 'Batchfile': 2193, 'DTrace': 2180, 'HTML': 1894}"
php-8.3-zstd,0.13.3,0,https://github.com/kjdev/php-ext-zstd,"{'C': 30674, 'PHP': 28797, 'M4': 4078}"
php-fpm_exporter,2.2.0,9,https://github.com/hipages/php-fpm_exporter,"{'Go': 37479, 'Shell': 1372, 'Dockerfile': 759, 'Makefile': 694}"
pixi,0.31.0,0,https://github.com/prefix-dev/pixi,"{'Rust': 1581350, 'Python': 120334, 'Shell': 8023, 'PowerShell': 4800, 'HTML': 1155, 'Batchfile': 44}"
pkcs11-helper,1.30.0,1,https://github.com/OpenSC/pkcs11-helper,"{'C': 515634, 'Makefile': 42995, 'M4': 23747}"
pkgconf,2.3.0,1,https://github.com/pkgconf/pkgconf,"{'C': 304959, 'Shell': 41086, 'M4': 17822, 'Makefile': 6085, 'Meson': 5606}"
plog,1.1.10,1,https://github.com/SergiusTheBest/plog,"{'C++': 670581, 'C': 13700, 'CMake': 6350}"
