package_name,version,epoch,repository,languages
flink-1.20,1.20.0,0,https://github.com/apache/flink,"{'Java': 96666823, 'Scala': 9643016, 'Python': 3081924, 'Shell': 542812, 'TypeScript': 418408, 'HiveQL': 405488, 'HTML': 211849, 'GAP': 139876, 'Cython': 137989, 'Less': 87766, 'FreeMarker': 86824, 'ANTLR': 20596, 'q': 9245, 'JavaScript': 7038, 'Dockerfile': 6775, 'Makefile': 5134, 'Batchfile': 1863, 'C': 847}"
fluent-bit-3.1,3.1.9,0,https://github.com/fluent/fluent-bit,"{'C': 53961013, 'C++': 5253689, 'Shell': 1683325, 'CMake': 1034812, 'Python': 914686, 'Makefile': 867287, 'Lua': 490819, 'M4': 389374, 'Roff': 376470, 'HTML': 269651, 'Go': 216383, 'Perl': 182667, 'TypeScript': 115817, 'Ruby': 77997, 'JavaScript': 54873, 'Dockerfile': 52318, 'Batchfile': 41738, 'Assembly': 37634, 'CSS': 33321, 'WebAssembly': 30906, 'Yacc': 24607, 'Lex': 13467, 'Java': 13004, 'PowerShell': 4255, 'BitBake': 3367, 'Rust': 2600, 'jq': 1065, 'Awk': 787, 'Meson': 772, 'sed': 588, 'XSLT': 415, 'Emacs Lisp': 305, 'GDB': 199}"
fluent-bit-docker-image,20220322,0,https://github.com/fluent/fluent-bit-docker-image,{'Shell': 396}
fluent-bit-plugin-loki,3.2.0,0,https://github.com/grafana/loki,"{'Go': 12928745, 'Jsonnet': 274532, 'Smarty': 77012, 'Makefile': 70746, 'Ruby': 60202, 'Shell': 48252, 'HCL': 39088, 'Yacc': 31612, 'Dockerfile': 19331, 'Python': 13107, 'HTML': 11843, 'Nix': 9006, 'JavaScript': 6635, 'SCSS': 1466, 'CSS': 1304, 'Ragel': 1067, 'Open Policy Agent': 546}"
fluent-operator,3.2.0,0,https://github.com/fluent/fluent-operator,"{'Go': 811217, 'Shell': 13658, 'Makefile': 8463, 'Dockerfile': 4333, 'Mustache': 2199, 'Lua': 606}"
fluent-plugin-cloudwatch-logs,0.14.3,3,https://github.com/fluent-plugins-nursery/fluent-plugin-cloudwatch-logs.git,{'Ruby': 113948}
fluent-plugin-concat,2.5.0,0,https://github.com/fluent-plugins-nursery/fluent-plugin-concat,{'Ruby': 60818}
fluent-plugin-detect-exceptions,0.0.15,2,https://github.com/GoogleCloudPlatform/fluent-plugin-detect-exceptions,{'Ruby': 77016}
fluent-plugin-elasticsearch,5.4.3,2,https://github.com/uken/fluent-plugin-elasticsearch.git,{'Ruby': 532699}
fluent-plugin-grok-parser,2.6.2,0,https://github.com/fluent/fluent-plugin-grok-parser,{'Ruby': 34748}
fluent-plugin-kubernetes_metadata_filter,3.5.0,4,https://github.com/fabric8io/fluent-plugin-kubernetes_metadata_filter.git,{'Ruby': 115145}
fluent-plugin-multi-format-parser,1.1.0,0,https://github.com/repeatedly/fluent-plugin-multi-format-parser,{'Ruby': 3950}
fluent-plugin-out-http,1.3.4,4,https://github.com/fluent-plugins-nursery/fluent-plugin-out-http.git,{'Ruby': 37711}
fluent-plugin-prometheus,2.2.0,0,https://github.com/fluent/fluent-plugin-prometheus,{'Ruby': 87236}
fluent-plugin-record-modifier,2.2.0,3,https://github.com/repeatedly/fluent-plugin-record-modifier,{'Ruby': 24889}
fluent-plugin-rewrite-tag-filter,2.4.0,3,https://github.com/fluent/fluent-plugin-rewrite-tag-filter,{'Ruby': 24489}
fluent-plugin-s3,1.7.2,3,https://github.com/fluent/fluent-plugin-s3,{'Ruby': 109050}
fluent-plugin-splunk-hec,1.3.3,11,https://github.com/splunk/fluent-plugin-splunk-hec,"{'Ruby': 60685, 'Dockerfile': 1820, 'Shell': 1760, 'Makefile': 906}"
fluent-plugin-systemd,1.1.0,1,https://github.com/fluent-plugins-nursery/fluent-plugin-systemd,{'Ruby': 31195}
fluent-plugin-tag-normaliser,0_git20241006,0,https://github.com/kube-logging/fluent-plugin-tag-normaliser,{'Ruby': 7390}
flux-helm-controller,1.1.0,0,https://github.com/fluxcd/helm-controller,"{'Go': 1091058, 'Makefile': 7064, 'Smarty': 4944, 'Shell': 1898, 'Dockerfile': 844, 'Ruby': 451}"
flux-image-automation-controller,0.39.0,0,https://github.com/fluxcd/image-automation-controller,"{'Go': 289381, 'Makefile': 8914, 'Smarty': 4963, 'Shell': 4138, 'Dockerfile': 1762, 'Ruby': 535}"
flux-image-reflector-controller,0.33.0,0,https://github.com/fluxcd/image-reflector-controller,"{'Go': 257992, 'Makefile': 7003, 'Smarty': 4955, 'HCL': 3526, 'Shell': 3026, 'Dockerfile': 810, 'Ruby': 462}"
flux-kustomize-controller,1.4.0,0,https://github.com/fluxcd/kustomize-controller,"{'Go': 391233, 'Makefile': 8073, 'Smarty': 4949, 'Shell': 3025, 'Dockerfile': 862, 'Ruby': 456}"
flux-notification-controller,1.4.0,0,https://github.com/fluxcd/notification-controller,"{'Go': 463313, 'Makefile': 6830, 'Smarty': 4952, 'Shell': 1901, 'Dockerfile': 800, 'Ruby': 459}"
flux-source-controller,1.4.1,0,https://github.com/fluxcd/source-controller,"{'Go': 1575349, 'Shell': 10378, 'Makefile': 7834, 'Smarty': 4946, 'Dockerfile': 1750, 'Ruby': 453}"
flux,2.4.0,0,https://github.com/fluxcd/flux2,"{'Go': 1049396, 'HCL': 9334, 'Shell': 7615, 'Makefile': 4535, 'Dockerfile': 540}"
flyte,1.13.2,0,https://github.com/flyteorg/flyte,"{'Go': 8834209, 'Python': 94910, 'Shell': 77296, 'Makefile': 24314, 'Mustache': 12098, 'Smarty': 10317, 'Dockerfile': 4642, 'Batchfile': 1634, 'HTML': 1582, 'Rust': 600, 'CSS': 378}"
fmt,11.0.2,1,https://github.com/fmtlib/fmt,"{'C++': 2475433, 'Python': 48317, 'CMake': 44639, 'Shell': 2113, 'Cuda': 905, 'Starlark': 643, 'Makefile': 299, 'C': 187}"
font-abyssinica,2.201,0,https://github.com/silnrsi/font-abyssinica,"{'XSLT': 14590, 'TeX': 12717, 'Shell': 11895, 'HTML': 2802, 'CSS': 1471, 'Python': 1426}"
font-amiri,1,0,https://github.com/aliftype/amiri,"{'Python': 24141, 'Makefile': 3141}"
fontconfig,2.15.0,1,https://gitlab.freedesktop.org/fontconfig/fontconfig.git,{'Shell': 45511}
fontforge,20230101,1,https://github.com/fontforge/fontforge,"{'C': 23120636, 'Python': 324926, 'CMake': 283491, 'Roff': 19490, 'C++': 10276, 'Objective-C': 8166, 'Shell': 4505, 'Makefile': 605, 'Emacs Lisp': 339}"
font-lohit-beng-extra,3.3.1,0,https://salsa.debian.org/fonts-team/fonts-beng-extra,
font-noto-cjk,0.0_git20220127,0,https://github.com/notofonts/noto-cjk,"{'Python': 11914, 'Shell': 10364}"
font-noto-emoji,2.047,0,https://github.com/googlefonts/noto-emoji,"{'Python': 181518, 'C': 12154, 'Makefile': 8559, 'Shell': 2506}"
font-padauk,5.001,0,https://github.com/silnrsi/font-padauk,"{'Python': 16838, 'XSLT': 14543, 'HTML': 7610, 'Perl': 6074, 'Shell': 5493, 'CSS': 3163}"
font-tlwg,0.7.3,0,https://github.com/tlwg/fonts-tlwg,"{'TeX': 80792, 'Makefile': 18219, 'Shell': 12177, 'M4': 8029, 'Python': 686}"
fping,5.2,0,https://github.com/schweikert/fping.git,"{'C': 122816, 'Perl': 45917, 'Shell': 5508, 'M4': 3895, 'Makefile': 349, 'Dockerfile': 262}"
fq,0.13.0,0,https://github.com/wader/fq,"{'Go': 2929419, 'jq': 101762, 'Makefile': 4268, 'Dockerfile': 631, 'Shell': 426}"
freerdp-3,3.5.1,3,https://github.com/FreeRDP/FreeRDP,"{'C': 17092325, 'C++': 678493, 'CMake': 612192, 'Objective-C': 540400, 'Java': 373717, 'HTML': 99139, 'Shell': 50531, 'Python': 45566, 'Lua': 27390, 'Roff': 26339, 'Perl': 8044, 'C#': 5756, 'CSS': 5696, 'Makefile': 2342, 'Rich Text Format': 937}"
freerdp,2.11.7,2,https://github.com/FreeRDP/FreeRDP,"{'C': 17092325, 'C++': 678493, 'CMake': 612192, 'Objective-C': 540400, 'Java': 373717, 'HTML': 99139, 'Shell': 50531, 'Python': 45566, 'Lua': 27390, 'Roff': 26339, 'Perl': 8044, 'C#': 5756, 'CSS': 5696, 'Makefile': 2342, 'Rich Text Format': 937}"
freetds,1.4.23,0,https://github.com/FreeTDS/freetds,"{'C': 3672485, 'M4': 83015, 'Shell': 64240, 'TSQL': 41175, 'CMake': 33723, 'Perl': 33018, 'Makefile': 27296, 'DIGITAL Command Language': 12655, 'PHP': 8869, 'Roff': 6513, 'Batchfile': 4220, 'NSIS': 2665, 'PowerShell': 1362, 'Python': 801}"
frp,0.60.0,1,https://github.com/fatedier/frp,"{'Go': 914696, 'Vue': 29324, 'TypeScript': 14205, 'Shell': 4575, 'Makefile': 1690, 'JavaScript': 1181, 'HTML': 1062, 'CSS': 523}"
fscrypt,0.3.5,1,https://github.com/google/fscrypt,"{'Go': 444647, 'Shell': 52850, 'Makefile': 7988, 'C': 5054}"
fulcio,1.6.4,1,https://github.com/sigstore/fulcio,"{'Go': 609150, 'Makefile': 9653, 'Shell': 5564, 'Python': 2733, 'Dockerfile': 1554}"
fuse2,2.9.9,0,https://github.com/libfuse/libfuse.git,"{'C': 802339, 'C++': 86788, 'Python': 44075, 'Meson': 15535, 'Shell': 11947, 'Emacs Lisp': 1794}"
fuse3,3.16.2,3,https://github.com/libfuse/libfuse.git,"{'C': 802339, 'C++': 86788, 'Python': 44075, 'Meson': 15535, 'Shell': 11947, 'Emacs Lisp': 1794}"
fuse-overlayfs-snapshotter,1.0.8,12,https://github.com/containerd/fuse-overlayfs-snapshotter,"{'Go': 22384, 'Makefile': 3559, 'Dockerfile': 2916}"
fuse-overlayfs,1.14,0,https://github.com/containers/fuse-overlayfs,"{'C': 260122, 'M4': 85796, 'Makefile': 8925, 'Shell': 8905, 'Roff': 3225, 'Python': 1309}"
fzf,0.55.0,1,https://github.com/junegunn/fzf,"{'Go': 578374, 'Ruby': 133624, 'Shell': 70099, 'Vim Script': 32572, 'Makefile': 5369, 'PowerShell': 1882, 'Dockerfile': 486}"
gatekeeper-3.17,3.17.1,2,https://github.com/open-policy-agent/gatekeeper,"{'Go': 1949128, 'Shell': 55913, 'Makefile': 22343, 'JavaScript': 11854, 'Smarty': 11730, 'Open Policy Agent': 9016, 'Dockerfile': 5329, 'CSS': 4796, 'Python': 3915}"
gcsfuse,1.4.2,11,https://github.com/GoogleCloudPlatform/gcsfuse,"{'Go': 2269541, 'Python': 428196, 'Shell': 183077, 'Dockerfile': 13082, 'Smarty': 1739, 'Makefile': 1211, 'Ruby': 616}"
gd,2.3.3,8,https://github.com/libgd/libgd.git,"{'C': 1645855, 'CMake': 81276, 'C++': 66227, 'M4': 46520, 'HTML': 42081, 'Shell': 37342, 'Makefile': 9983, 'Perl': 3997, 'Batchfile': 2234, 'Tcl': 1381, 'Python': 1206}"
geoip,1.6.12,3,https://github.com/maxmind/geoip-api-c,"{'C': 486840, 'Perl': 7271, 'Makefile': 2591, 'M4': 2126, 'Shell': 1847, 'Awk': 410}"
geos-3.12,3.12.2,1,https://github.com/libgeos/geos,"{'C++': 8539298, 'C': 404983, 'CMake': 59049, 'HTML': 54891, 'Shell': 16014, 'Batchfile': 1083, 'Dockerfile': 875, 'CSS': 153, 'Perl': 122}"
gflags,2.2.2,2,https://github.com/gflags/gflags/,"{'C++': 212729, 'CMake': 63970, 'C': 7115, 'Starlark': 5529, 'Shell': 5126, 'Python': 1489, 'Roff': 55}"
ggshield,1.32.1,0,https://github.com/GitGuardian/ggshield,"{'Python': 1358143, 'Shell': 21289, 'Dockerfile': 1448, 'Makefile': 1185}"
ghaudit,0.4.0,6,https://github.com/chainguard-dev/ghaudit,"{'Go': 12701, 'Shell': 93}"
gh,2.58.0,0,https://github.com/cli/cli,"{'Go': 4479118, 'Shell': 13068, 'Makefile': 3402, 'PowerShell': 569, 'Batchfile': 26}"
giflib,5.2.2,3,https://git.code.sf.net/p/giflib/code,{'Makefile': 11601}
gitaly-17.4,17.4.1,0,https://gitlab.com/gitlab-org/gitaly.git,{'Ruby': 12074}
gitea,1.22.2,1,https://github.com/go-gitea/gitea,"{'Go': 11951558, 'Handlebars': 1270961, 'Roff': 851224, 'TypeScript': 436683, 'CSS': 348868, 'Vue': 125344, 'Shell': 45697, 'Makefile': 42117, 'JavaScript': 30900, 'Jsonnet': 15441, 'Less': 4789, 'Dockerfile': 4526, 'Nix': 756}"
gitlab-cng-17.4,17.4.0,2,https://gitlab.com/gitlab-org/build/CNG.git,{'Shell': 100758}
gitlab-kas-17.4,17.4.1,2,https://gitlab.com/gitlab-org/cluster-integration/gitlab-agent,{'Starlark': 179247}
gitlab-pages-17.4,17.4.1,0,https://gitlab.com/gitlab-org/gitlab-pages.git,{'Shell': 956}
gitlab-runner-17.4,17.4.0,0,https://gitlab.com/gitlab-org/gitlab-runner,{'Ruby': 2717}
gitleaks,8.20.0,0,https://github.com/gitleaks/gitleaks,"{'Go': 419841, 'Python': 769, 'Makefile': 530, 'Dockerfile': 459}"
git-lfs,3.5.1,8,https://github.com/git-lfs/git-lfs,"{'Go': 1419136, 'Shell': 802708, 'Makefile': 29442, 'Ruby': 13690, 'Inno Setup': 9061, 'Batchfile': 107}"
gitness,3.0.0,0,https://github.com/harness/gitness/,"{'Go': 5562295, 'TypeScript': 3438537, 'SCSS': 411742, 'JavaScript': 108803, 'Shell': 40628, 'PLpgSQL': 21309, 'Makefile': 5348, 'HTML': 4983, 'Dockerfile': 3066, 'Smarty': 1781}"
gitsign,0.10.2,7,https://github.com/sigstore/gitsign/,"{'Go': 289409, 'Makefile': 1594, 'Shell': 936}"
git-sync,4.3.0,0,https://github.com/kubernetes/git-sync,"{'Shell': 173950, 'Go': 158199, 'Makefile': 10861, 'Dockerfile': 4626}"
gke-gcloud-auth-plugin,0.0.2,13,https://github.com/kubernetes/cloud-provider-gcp,"{'Go': 1265539, 'Shell': 723541, 'PowerShell': 144508, 'Starlark': 54262, 'Makefile': 5048, 'Dockerfile': 1476, 'sed': 1262}"
glab,1.47.0,0,https://gitlab.com/gitlab-org/cli,{'Ruby': 2878}
glib,2.82.1,0,https://gitlab.gnome.org/GNOME/glib.git,{'Emacs Lisp': 41}
glog,0.7.1,1,https://github.com/google/glog,"{'C++': 557544, 'CMake': 54401, 'Starlark': 10835, 'Shell': 10291}"
glow,2.0.0,1,https://github.com/charmbracelet/glow,"{'Go': 83540, 'Makefile': 202, 'Dockerfile': 97}"
glslang,1.3.261.1,3,https://github.com/KhronosGroup/glslang,"{'C++': 5787648, 'GLSL': 1230796, 'JavaScript': 217484, 'Yacc': 176495, 'C': 105050, 'Shell': 52571, 'CMake': 50927, 'Python': 19340, 'Makefile': 9408, 'HLSL': 2178}"
go-1.22,1.22.8,0,https://github.com/golang/go,"{'Go': 45056336, 'Assembly': 3096009, 'HTML': 2621355, 'C': 122200, 'Shell': 64552, 'Perl': 32036, 'JavaScript': 20704, 'Python': 15861, 'Batchfile': 9485, 'Dockerfile': 3563, 'Awk': 450, 'Makefile': 424}"
go-1.23,1.23.2,0,https://github.com/golang/go,"{'Go': 45056336, 'Assembly': 3096009, 'HTML': 2621355, 'C': 122200, 'Shell': 64552, 'Perl': 32036, 'JavaScript': 20704, 'Python': 15861, 'Batchfile': 9485, 'Dockerfile': 3563, 'Awk': 450, 'Makefile': 424}"
go-bindata,3.1.3,23,https://github.com/go-bindata/go-bindata,"{'Go': 49321, 'Makefile': 23}"
gobump,0.8.0,1,https://github.com/chainguard-dev/gobump.git,"{'Go': 33604, 'Makefile': 2051}"
gobuster,3.6.0,14,https://github.com/OJ/gobuster,"{'Go': 585630, 'Makefile': 797, 'Dockerfile': 422}"
go-discover,0_git20241006,0,https://github.com/hashicorp/go-discover,"{'Go': 126599, 'HCL': 30618}"
golangci-lint,1.61.0,0,https://github.com/golangci/golangci-lint,"{'Go': 887265, 'Shell': 14246, 'Makefile': 3830, 'Dockerfile': 1077}"
go-licenses,1.6.0,16,https://github.com/google/go-licenses,"{'Go': 78230, 'Makefile': 1063, 'Dockerfile': 682}"
go-md2man,2.0.5,0,https://github.com/cpuguy83/go-md2man,"{'Go': 29477, 'Makefile': 657, 'Dockerfile': 453}"
gomplate,4.1.0,2,https://github.com/hairyhenderson/gomplate,"{'Go': 711259, 'Makefile': 8941, 'Dockerfile': 2009}"
gops,0.3.28,13,https://github.com/google/gops,{'Go': 41332}
goreleaser,2.3.2,0,https://github.com/goreleaser/goreleaser,"{'Go': 1643515, 'HTML': 7655, 'Nix': 4783, 'Shell': 4592, 'Ruby': 4379, 'Python': 2059, 'Dockerfile': 776}"
gostatsd,28.3.0,6,https://github.com/atlassian/gostatsd,"{'Go': 812738, 'Makefile': 9357, 'Dockerfile': 264, 'Shell': 139}"
gosu,1.17,8,https://github.com/tianon/gosu,"{'Shell': 6648, 'Go': 4123, 'Dockerfile': 2114}"
govulncheck,1.0.2,7,https://go.googlesource.com/vuln,{'Go': 446477}
gperftools,2.16,0,https://github.com/gperftools/gperftools.git,"{'C++': 1627340, 'Perl': 177729, 'M4': 66551, 'C': 46596, 'Makefile': 39936, 'CMake': 35209, 'Shell': 14422, 'Ruby': 6636, 'Assembly': 3734}"
gptscript,0.9.5,0,https://github.com/gptscript-ai/gptscript,"{'Go': 619305, 'Shell': 7268, 'Makefile': 1613}"
gpu-feature-discovery,0.8.2,6,https://github.com/NVIDIA/gpu-feature-discovery,"{'Go': 159723, 'Makefile': 9779, 'Python': 5862, 'Mustache': 2262, 'Shell': 1258, 'HCL': 70}"
gradle-8,8.10.2,0,https://github.com/gradle/gradle,"{'Groovy': 34876268, 'Java': 32355876, 'Kotlin': 4993537, 'C++': 888505, 'JavaScript': 76180, 'HTML': 15779, 'CSS': 13668, 'Shell': 12300, 'XSLT': 7121, 'C': 5785, 'Scala': 2817, 'Gherkin': 192, 'Python': 58, 'Brainfuck': 54}"
grafana-11.2,11.2.1,1,https://github.com/grafana/grafana,"{'TypeScript': 28158692, 'Go': 19647516, 'Rich Text Format': 352348, 'HTML': 306440, 'CUE': 157466, 'JavaScript': 157059, 'Shell': 151255, 'MDX': 144081, 'Starlark': 143718, 'SCSS': 111878, 'Jsonnet': 39563, 'Makefile': 24428, 'Python': 23487, 'Dockerfile': 21020, 'Jinja': 11630, 'HCL': 5599, 'CSS': 3116, 'Mustache': 2239, 'Smarty': 2116, 'PowerShell': 367, 'Assembly': 168}"
grafana-agent-operator,0.43.3,0,https://github.com/grafana/agent,"{'Go': 6448872, 'Jsonnet': 219294, 'TypeScript': 58767, 'Makefile': 37871, 'Shell': 20752, 'Dockerfile': 12593, 'CSS': 10463, 'Smarty': 7913, 'HTML': 888, 'Terra': 518}"
grafana-alloy,1.4.2,0,https://github.com/grafana/alloy,"{'Go': 6786286, 'Jsonnet': 122987, 'TypeScript': 70962, 'Makefile': 23816, 'Shell': 16599, 'CSS': 12956, 'Dockerfile': 10725, 'Smarty': 8114, 'HTML': 888}"
grafana-mimir,2.13.0,3,https://github.com/grafana/mimir,"{'Go': 11968599, 'Jsonnet': 843162, 'Shell': 85470, 'Makefile': 41469, 'JavaScript': 29107, 'Mustache': 24714, 'Open Policy Agent': 21897, 'Smarty': 15927, 'Dockerfile': 11878, 'CSS': 683}"
grafana-operator,5.14.0,0,https://github.com/grafana-operator/grafana-operator,"{'Go': 296184, 'Jsonnet': 126085, 'Makefile': 15973, 'Shell': 3306, 'Smarty': 2152, 'Lua': 1856, 'Dockerfile': 824}"
grafana-rollout-operator-0.14,0.14.0,4,https://github.com/grafana/rollout-operator,"{'Go': 308083, 'Makefile': 4187, 'Dockerfile': 942, 'Shell': 591}"
graphite2,1.3.14,3,https://github.com/silnrsi/graphite,"{'C++': 639592, 'C#': 89605, 'Python': 73077, 'C': 60284, 'CMake': 40171, 'Perl': 15486, 'XS': 6003, 'Makefile': 5177, 'SCSS': 3426, 'Shell': 3325, 'Ruby': 287, 'HTML': 148}"
grpc-health-probe,0.4.34,0,https://github.com/grpc-ecosystem/grpc-health-probe,"{'Go': 11882, 'Dockerfile': 307}"
grpcurl,1.9.1,6,https://github.com/fullstorydev/grpcurl,"{'Go': 191792, 'Shell': 4814, 'Makefile': 2672, 'Dockerfile': 1136}"
grpc,1.65.5,1,https://github.com/grpc/grpc,"{'C++': 21955337, 'Python': 3927996, 'C': 1310878, 'Starlark': 1243012, 'Shell': 786524, 'Ruby': 662599, 'Objective-C': 540237, 'PHP': 494224, 'Cython': 299205, 'Objective-C++': 267584, 'Dockerfile': 216591, 'C#': 155656, 'Batchfile': 50646, 'Go': 34794, 'CMake': 33349, 'Swift': 18917, 'XSLT': 9855, 'PowerShell': 6451, 'Java': 6259, 'JavaScript': 5803, 'Awk': 5444, 'Mako': 4487, 'CSS': 1519, 'HTML': 14}"
grype,0.81.0,0,https://github.com/anchore/grype,"{'Go': 1414342, 'Shell': 46621, 'Makefile': 11532, 'Python': 4671, 'Dockerfile': 3140, 'Ruby': 1687, 'JavaScript': 530, 'Java': 398, 'Roff': 276}"
gstreamer,1.24.8,0,https://github.com/GStreamer/gstreamer,"{'C': 91278742, 'C++': 11408445, 'C#': 5253378, 'Python': 1828783, 'Meson': 1069084, 'Objective-C': 727567, 'Rust': 285958, 'HLSL': 139052, 'Assembly': 118627, 'Java': 111787, 'Shell': 109079, 'Csound': 91954, 'QML': 64113, 'Yacc': 51677, 'JavaScript': 35033, 'Roff': 30696, 'GLSL': 26943, 'Scheme': 19281, 'Makefile': 17210, 'QMake': 11391, 'Objective-C++': 11287, 'Lex': 9733, 'HTML': 7063, 'Dockerfile': 5706, 'PowerShell': 5587, 'Gnuplot': 2445, 'CSS': 1975, 'Pawn': 1952, 'Batchfile': 1576, 'M4': 1194, 'CMake': 733}"
gtest,1.15.2,1,https://github.com/google/googletest,"{'C++': 3110718, 'Python': 235795, 'CMake': 35229, 'Starlark': 33314, 'C': 32314, 'Shell': 7422, 'Batchfile': 1774}"
gtk-4,4.16.3,0,https://gitlab.gnome.org/GNOME/gtk.git,
guac,0.9.0,0,https://github.com/guacsec/guac,"{'Go': 4396666, 'Makefile': 12380, 'Shell': 6773, 'Starlark': 594, 'Nix': 273, 'Dockerfile': 262}"
gzip,1.13,3,https://git.savannah.gnu.org/git/gzip.git,{'Makefile': 21433}
haproxy-ingress,0.14.7,3,https://github.com/jcmoraisjr/haproxy-ingress,"{'Go': 1486349, 'Lua': 31675, 'Shell': 4391, 'Dockerfile': 3021, 'Makefile': 2564}"
harbor-2.11,2.11.1,1,https://github.com/goharbor/harbor,"{'Go': 5802913, 'TypeScript': 2178904, 'HTML': 879500, 'Python': 632173, 'RobotFramework': 584823, 'Jinja': 350125, 'SCSS': 120199, 'Shell': 73084, 'Makefile': 35442, 'Dockerfile': 12983, 'PLpgSQL': 11799, 'JavaScript': 7469, 'CSS': 2078, 'Smarty': 1931}"
harbor-cli,0.0.1,5,https://github.com/goharbor/harbor-cli,{'Go': 97262}
harbor-registry,3.0.0_alpha1,7,https://github.com/distribution/distribution,"{'Go': 1468068, 'Dockerfile': 7557, 'Makefile': 6176, 'Shell': 2838, 'HCL': 2371}"
harbor-scanner-trivy,0.31.4,1,https://github.com/aquasecurity/harbor-scanner-trivy,"{'Go': 173003, 'Mustache': 1836, 'Makefile': 1489, 'Dockerfile': 601}"
hardening-check,2.24.1,0,https://salsa.debian.org/debian/devscripts.git,{'Makefile': 9798}
hcloud,1.47.0,1,https://github.com/hetznercloud/cli,{'Go': 919292}
hdf5,1.14.2,0,https://github.com/HDFGroup/hdf5,"{'C': 47284766, 'HTML': 3144600, 'Fortran': 2668477, 'Java': 2360715, 'CMake': 1890742, 'C++': 1452990, 'Shell': 1070159, 'M4': 271729, 'Makefile': 173021, 'LiveScript': 167309, 'Scilab': 138186, 'Perl': 133055, 'PLSQL': 126048, 'CSS': 69180, 'Yacc': 20706, 'Python': 12822, 'JavaScript': 7955, 'Lex': 5962, 'Roff': 3632, 'Dockerfile': 241}"
helix,24.07,0,https://github.com/helix-editor/helix,"{'Rust': 2979760, 'Scheme': 583506, 'Handlebars': 15528, 'Nix': 11479, 'CSS': 4090, 'Shell': 3183, 'Elvish': 2075, 'Nushell': 1834, 'C++': 1043}"
hello-world-golang,1.3,6,https://github.com/chainguard-dev/hello-world-golang.git,{'Go': 1138}
helm-docs,1.14.2,1,https://github.com/norwoodj/helm-docs/,"{'Go': 149387, 'Shell': 740, 'Makefile': 313, 'Dockerfile': 89}"
helm-operator,1.37.0,0,https://github.com/operator-framework/operator-sdk,"{'Go': 1339493, 'SCSS': 39919, 'HTML': 30724, 'Shell': 20143, 'Makefile': 10381, 'Dockerfile': 5510}"
helm-push,0.10.4,15,https://github.com/chartmuseum/helm-push,"{'Go': 47955, 'Python': 7274, 'Shell': 5804, 'RobotFramework': 5659, 'Makefile': 2030}"
helm,3.16.1,0,https://github.com/helm/helm,"{'Go': 1877024, 'Shell': 30896, 'Makefile': 8848}"
hey,0.1.4,16,https://github.com/rakyll/hey,"{'Go': 34812, 'Dockerfile': 1400, 'Makefile': 224}"
hickory-dns,0.24.1,1,https://github.com/hickory-dns/hickory-dns,"{'Rust': 3623652, 'Just': 14920, 'Shell': 6771, 'Jinja': 1985, 'Dockerfile': 1947}"
hiredis,1.2.0,1,https://github.com/redis/hiredis,"{'C': 399421, 'Makefile': 13466, 'CMake': 9077, 'C++': 4233, 'Shell': 2991}"
hivemind,1.1.0,3,https://github.com/DarthSim/hivemind,"{'Go': 10472, 'Shell': 1769}"
http-echo,1.0.0,9,https://github.com/hashicorp/http-echo,"{'Go': 4711, 'HCL': 3520, 'Makefile': 3270, 'Dockerfile': 752}"
httpie,3.2.3,0,https://github.com/httpie/httpie,"{'Python': 572905, 'Roff': 31657, 'Shell': 7629, 'Makefile': 6656, 'Dockerfile': 1148}"
http-parser,2.9.4,5,https://github.com/nodejs/http-parser,"{'C': 231941, 'Makefile': 5288, 'Python': 2855}"
hubble-ui,0.13.1,6,https://github.com/cilium/hubble-ui,"{'TypeScript': 1494188, 'Go': 284322, 'SCSS': 30593, 'JavaScript': 10980, 'Shell': 5313, 'Makefile': 3176, 'Dockerfile': 2720, 'HTML': 652}"
hubble,1.16.2,0,https://github.com/cilium/hubble,"{'Makefile': 3378, 'Dockerfile': 986, 'Go': 432}"
hugo-extended,0.135.0,0,https://github.com/gohugoio/hugo,"{'Go': 4997379, 'JavaScript': 159112, 'HTML': 48255, 'Shell': 3462, 'Dockerfile': 3278, 'CSS': 284}"
hugo,0.135.0,0,https://github.com/gohugoio/hugo,"{'Go': 4997379, 'JavaScript': 159112, 'HTML': 48255, 'Shell': 3462, 'Dockerfile': 3278, 'CSS': 284}"
imath,3.1.12,1,https://github.com/AcademySoftwareFoundation/Imath,"{'C++': 1936001, 'C': 1022478, 'CMake': 68722, 'Python': 28638, 'Shell': 7364, 'PowerShell': 3917, 'HTML': 572}"
influxd,2.7.10,1,https://github.com/influxdata/influxdb,"{'Rust': 1061435, 'HTML': 9508, 'Shell': 7650, 'Python': 3707, 'Dockerfile': 2359, 'HCL': 2156}"
influx,2.7.5,4,https://github.com/influxdata/influx-cli,"{'Go': 965734, 'Mustache': 63141, 'Shell': 16878, 'Makefile': 3101, 'Python': 329}"
ingress-nginx-controller-1.11,1.11.2,3,https://github.com/kubernetes/ingress-nginx,"{'Go': 2270616, 'Lua': 193499, 'Shell': 75702, 'Dockerfile': 17013, 'Makefile': 16726, 'Mustache': 9052, 'Python': 8304, 'Smarty': 3717, 'JavaScript': 3156, 'HTML': 84}"
inih,58,1,https://github.com/benhoyt/inih,"{'C': 19578, 'C++': 9439, 'Meson': 7533, 'Shell': 2954, 'Batchfile': 1541}"
