package_name,version,epoch,repository
jansson,2.14,2,https://github.com/akheron/jansson.git
jbig2dec,0.2,0,https://github.com/ArtifexSoftware/jbig2dec.git
jellyfin-web,10.9.11,0,https://github.com/jellyfin/jellyfin-web
jellyfin,10.9.11,0,https://github.com/jellyfin/jellyfin
jenkins-docker,2.479,0,https://github.com/jenkinsci/docker
jenkins-entrypoint,2.479,0,https://github.com/jenkinsci/docker.git
jenkins-plugin-manager,2.13.0,0,https://github.com/jenkinsci/plugin-installation-manager-tool
jenkins,2.479,0,https://github.com/jenkinsci/jenkins
jitsucom-bulker,2.8.2,0,https://github.com/jitsucom/bulker
jitsucom-jitsu,2.8.2,1,https://github.com/jitsucom/jitsu
jitterentropy-library,3.6.0,0,https://github.com/smuellerDD/jitterentropy-library
jitterentropy-rngd,1.2.8,1,https://github.com/smuellerDD/jitterentropy-rngd
jo,1.9,1,https://github.com/jpmens/jo
jq,1.7.1,2,https://github.com/jqlang/jq.git
jruby-9.4,9.4.8.0,1,https://github.com/jruby/jruby
jsoncpp,1.9.6,1,https://github.com/open-source-parsers/jsoncpp
jupyterhub-k8s-hub,3.3.8,0,https://github.com/jupyterhub/zero-to-jupyterhub-k8s
just,1.36.0,0,https://github.com/casey/just
jvmkill,0.0.1,0,https://github.com/airlift/jvmkill
jwt-tool,2.2.7,0,https://github.com/ticarpi/jwt_tool
k3d,5.7.4,0,https://github.com/k3d-io/k3d
k3s,1.31.1.1,0,https://github.com/k3s-io/k3s
k6,0.54.0,0,https://github.com/grafana/k6
k8sgpt-operator,0.2.0,0,https://github.com/k8sgpt-ai/k8sgpt-operator
k8sgpt,0.3.41,0,https://github.com/k8sgpt-ai/k8sgpt
k8ssandra-client,0.5.0,2,https://github.com/k8ssandra/k8ssandra-client
k8ssandra-operator,1.20.1,0,https://github.com/k8ssandra/k8ssandra-operator
k8s-sidecar,1.28.0,0,https://github.com/kiwigrid/k8s-sidecar
k9s,0.32.5,5,https://github.com/derailed/k9s
kafka-3.8,3.8.0,4,https://github.com/apache/kafka
kafkacat,1.7.1,2,https://github.com/edenhill/kafkacat
kafka_exporter,1.8.0,1,https://github.com/danielqsj/kafka_exporter
kafka-proxy,0.3.11,1,https://github.com/grepplabs/kafka-proxy
kaf,0.2.8,6,https://github.com/birdayz/kaf
kaniko,1.23.2,2,https://github.com/GoogleContainerTools/kaniko
kapp-controller,0.53.1,0,https://github.com/carvel-dev/kapp-controller
kapp,0.63.3,0,https://github.com/carvel-dev/kapp
kargo,0.8.8,0,https://github.com/akuity/kargo
karpenter,1.0.6,0,https://github.com/aws/karpenter-provider-aws
kbld,0.44.1,0,https://github.com/carvel-dev/kbld
kdash,0.6.1,1,https://github.com/kdash-rs/kdash
keda-2.15,2.15.1,3,https://github.com/kedacore/keda
keycloak-operator,26.0.0,0,https://github.com/keycloak/keycloak
keycloak,25.0.6,0,https://github.com/keycloak/keycloak
keydb,6.3.4,0,https://github.com/Snapchat/KeyDB
keyutils,1.6.3,3,https://kernel.googlesource.com/pub/scm/linux/kernel/git/dhowells/keyutils.git
kiali,1.89.7,0,https://github.com/kiali/kiali
kind,0.24.0,1,https://github.com/kubernetes-sigs/kind
kine,0.13.2,0,https://github.com/k3s-io/kine
kmod,33,0,https://git.kernel.org/pub/scm/utils/kernel/kmod/kmod.git
kor,0.5.5,1,https://github.com/yonahd/kor
kots,1.117.3,0,https://github.com/replicatedhq/kots
ko,0.16.0,5,https://github.com/ko-build/ko
kpt,1.0.0_beta49,11,https://github.com/GoogleContainerTools/kpt
krb5,1.21.3,1,https://github.com/krb5/krb5.git
kserve-modelmesh-serving,0.12.0,2,https://github.com/kserve/modelmesh-serving.git
kserve-modelmesh,0.12.0,1,https://github.com/kserve/modelmesh.git
kserve-rest-proxy,0.12.0,1,https://github.com/kserve/rest-proxy
kserve,0.13.1,5,https://github.com/kserve/kserve
ksops,4.3.2,3,https://github.com/viaduct-ai/kustomize-sops.git
kubeadm-bootstrap-controller,1.8.3,0,https://github.com/kubernetes-sigs/cluster-api
kubeadm-controlplane-controller,1.8.3,0,https://github.com/kubernetes-sigs/cluster-api
kube-bench,0.8.0,2,https://github.com/aquasecurity/kube-bench
kubebuilder,4.2.0,1,https://github.com/kubernetes-sigs/kubebuilder
kubecolor,0.4.0,1,https://github.com/kubecolor/kubecolor
kube-downscaler,23.2.0,8,https://codeberg.org/hjacobs/kube-downscaler.git
kubeflow-centraldashboard,1.9.1,0,https://github.com/kubeflow/kubeflow
kubeflow-jupyter-web-app,1.9.1,0,https://github.com/kubeflow/kubeflow
kubeflow-katib,0.17.0,4,https://github.com/kubeflow/katib
kubeflow-pipelines-visualization-server,2.3.0,1,https://github.com/kubeflow/pipelines
kubeflow-pipelines,2.3.0,0,https://github.com/kubeflow/pipelines
kubeflow-volumes-web-app,1.9.1,0,https://github.com/kubeflow/kubeflow
kube-fluentd-operator,1.18.2,17,https://github.com/vmware/kube-fluentd-operator
kube-logging-operator,4.10.0,0,https://github.com/kube-logging/logging-operator
kube-metrics-adapter,0.2.3,1,https://github.com/zalando-incubator/kube-metrics-adapter
kuberay-operator,1.2.2,0,https://github.com/ray-project/kuberay.git
kube-rbac-proxy,0.18.1,1,https://github.com/brancz/kube-rbac-proxy
kubernetes-1.31,1.31.1,0,https://github.com/kubernetes/kubernetes
kubernetes-csi-driver-hostpath,1.15.0,1,https://github.com/kubernetes-csi/csi-driver-host-path.git
kubernetes-csi-external-attacher-4.3,4.3.0,20,https://github.com/kubernetes-csi/external-attacher
kubernetes-csi-external-attacher-4.4,4.4.4,7,https://github.com/kubernetes-csi/external-attacher
kubernetes-csi-external-attacher,4.7.0,0,https://github.com/kubernetes-csi/external-attacher
kubernetes-csi-external-provisioner,5.1.0,2,https://github.com/kubernetes-csi/external-provisioner
kubernetes-csi-external-resizer-1.10,1.10.1,8,https://github.com/kubernetes-csi/external-resizer
kubernetes-csi-external-resizer,1.12.0,0,https://github.com/kubernetes-csi/external-resizer
kubernetes-csi-external-snapshotter-8.1,8.1.0,0,https://github.com/kubernetes-csi/external-snapshotter
kubernetes-csi-livenessprobe,2.14.0,2,https://github.com/kubernetes-csi/livenessprobe
kubernetes-csi-node-driver-registrar-2.12,2.12.0,1,https://github.com/kubernetes-csi/node-driver-registrar
kubernetes-dashboard-metrics-scraper,1.0.9,19,https://github.com/kubernetes-sigs/dashboard-metrics-scraper
kubernetes-dashboard,7.7.0,0,https://github.com/kubernetes/dashboard
kubernetes-dns-node-cache,1.23.1,4,https://github.com/kubernetes/dns
kubernetes-event-exporter,1.7,11,https://github.com/resmoio/kubernetes-event-exporter
kubernetes-ingress-defaultbackend,1.31.3,0,https://github.com/kubernetes/ingress-gce
kubernetes-release,0.17.9,0,https://github.com/kubernetes/release
kubescape,3.0.17,0,https://github.com/kubescape/kubescape
kube-state-metrics,2.13.0,1,https://github.com/kubernetes/kube-state-metrics
kubevela,1.9.13,0,https://github.com/kubevela/kubevela
kube-vip,0.8.3,0,https://github.com/kube-vip/kube-vip
kubewatch,2.9.0,0,https://github.com/robusta-dev/kubewatch
kuma-2.8,2.8.3,0,https://github.com/kumahq/kuma
kustomize,5.4.3,1,https://github.com/kubernetes-sigs/kustomize
kwok,0.6.0,2,https://github.com/kubernetes-sigs/kwok
kyverno-1.12,1.12.6,0,https://github.com/kyverno/kyverno
kyverno-policy-reporter-kyverno-plugin,1.6.4,1,https://github.com/kyverno/policy-reporter-kyverno-plugin
kyverno-policy-reporter-ui,1.9.2,9,https://github.com/kyverno/policy-reporter-ui
kyverno-policy-reporter,2.24.2,0,https://github.com/kyverno/policy-reporter
lazygit,0.44.1,0,https://github.com/jesseduffield/lazygit
lcms2,2.16,2,https://github.com/mm2/Little-CMS.git
ldns,1.8.4,0,https://github.com/NLnetLabs/ldns.git
lean4,4.11.0,0,https://github.com/leanprover/lean4
leptonica,1.84.1,2,https://github.com/danbloomberg/leptonica
lerc,4.0.0,1,https://github.com/Esri/lerc
less,668,0,https://github.com/gwsw/less
libaec,1.1.3,1,https://github.com/MathisRosenhauer/libaec
libaio,0.3.113,4,https://pagure.io/libaio.git
libapr,1.7.5,0,https://github.com/apache/apr
libavif,1.1.1,0,https://github.com/AOMediaCodec/libavif.git
libbpf,1.4.6,0,https://github.com/libbpf/libbpf
libcap-ng,0.8.5,1,https://github.com/stevegrubb/libcap-ng.git
libcap,2.7,1,git://git.kernel.org/pub/scm/libs/libcap/libcap.git
libcbor,0.11.0,1,https://github.com/PJK/libcbor
libcld2,0_git20240911,0,https://github.com/CLD2Owners/cld2
libcmis,0.6.2,0,https://github.com/tdf/libcmis
libdeflate,1.19,1,https://github.com/ebiggers/libdeflate
libeconf,0.7.4,0,https://github.com/openSUSE/libeconf
libepoxy,1.5.10,2,https://github.com/anholt/libepoxy
libestr,0.1.11,0,https://github.com/rsyslog/libestr
libevent,2.1.12,6,https://github.com/libevent/libevent.git
libfastjson,1.2304.0,0,https://github.com/rsyslog/libfastjson
libffi,3.4.6,4,https://github.com/libffi/libffi.git
libfido2,1.15.0,0,https://github.com/Yubico/libfido2
libgeotiff,1.7.3,1,https://github.com/OSGeo/libgeotiff
libgit2,1.8.1,1,https://github.com/libgit2/libgit2
libgpg-error,1.5,2,git://git.gnupg.org/libgpg-error.git
libgphoto2,2.5.31,0,https://github.com/gphoto/libgphoto2
libgsf,1.14.53,0,https://gitlab.gnome.org/GNOME/libgsf.git
libhtp,0.5.49,0,https://github.com/OISF/libhtp
libhyper,1.4.1,0,https://github.com/hyperium/hyper
libice,1.1.1,3,https://gitlab.freedesktop.org/xorg/lib/libice.git
libid3tag,0.16.3,1,https://codeberg.org/tenacityteam/libid3tag
libimagequant,4.3.3,0,https://github.com/ImageOptim/libimagequant
libjpeg-turbo,3.0.4,0,https://github.com/libjpeg-turbo/libjpeg-turbo
libksba,1.6.7,0,git://git.gnupg.org/libksba.git
liblogging,1.0.7,1,https://github.com/rsyslog/liblogging
libmamba,2024.08.31,1,https://github.com/mamba-org/mamba
libmemcached,1.1.4,1,https://github.com/awesomized/libmemcached
libmnl,1.0.5,4,git://git.netfilter.org/libmnl
libmodbus,3.1.10,0,https://github.com/stephane/libmodbus
libmpack,1.0.5,0,https://github.com/libmpack/libmpack
libnetfilter_conntrack,1.1.0,0,git://git.netfilter.org/libnetfilter_conntrack
libnetfilter_queue,1.0.5,4,git://git.netfilter.org/libnetfilter_queue
libnet,1.3,2,https://github.com/libnet/libnet.git
libnfnetlink,1.0.2,4,git://git.netfilter.org/libnfnetlink
libnftnl,1.2.8,0,git://git.netfilter.org/libnftnl
libnl3,3.10.0,1,https://github.com/thom311/libnl.git
libnotify,0.8.3,3,https://github.com/GNOME/libnotify
libnvidia-container,1.16.2,0,https://github.com/NVIDIA/libnvidia-container
liboping,1.10.0,1,https://github.com/octo/liboping.git
libpcap,1.10.5,0,https://github.com/the-tcpdump-group/libpcap.git
libpng,1.6.44,0,https://github.com/pnggroup/libpng
libpsl-native,7.4.0,3,https://github.com/PowerShell/PowerShell-Native
libpsl,0.21.5,3,https://github.com/rockdaboot/libpsl.git
libpulsar,3.6.0,0,https://github.com/apache/pulsar-client-cpp
librdkafka,2.3.0,3,https://github.com/confluentinc/librdkafka
librelp,1.11.0,0,https://github.com/rsyslog/librelp
libreoffice-24.2,24.2.5.2,2,https://github.com/LibreOffice/core
libretls,3.8.1,1,https://git.causal.agency/libretls
librsvg,2.59.1,0,https://gitlab.gnome.org/GNOME/librsvg.git
libsass,3.6.6,0,https://github.com/sass/libsass
libsdl2,2.30.8,0,https://github.com/libsdl-org/SDL
libsm,1.2.4,4,https://gitlab.freedesktop.org/xorg/lib/libsm.git
libsodium,1.0.20,0,https://github.com/jedisct1/libsodium.git
libsolv,0.7.30,1,https://github.com/openSUSE/libsolv
libspiro,20240903,0,https://github.com/fontforge/libspiro
libsrt,1.5.3,2,https://github.com/Haivision/srt
libssh2,1.11.0,4,https://github.com/libssh2/libssh2.git
libssh,0.11.1,0,https://git.libssh.org/projects/libssh.git
libtbb,2021.13.0,1,https://github.com/oneapi-src/oneTBB
libtelnet,0.23,1,https://github.com/seanmiddleditch/libtelnet
libtool,2.4.7,4,https://git.savannah.gnu.org/git/libtool.git
libunwind,1.8.1,1,https://github.com/libunwind/libunwind
liburing,2.7,0,https://github.com/axboe/liburing.git
libutempter,1.2.1,1,https://github.com/altlinux/libutempter
libuv,1.49.0,0,https://github.com/libuv/libuv.git
libva,2.22.0,0,https://github.com/intel/libva
libverto,0.3.2,4,https://github.com/latchset/libverto
libvips,8.15.3,1,https://github.com/libvips/libvips
libvncserver,0.9.14,4,https://github.com/LibVNC/libvncserver
libwebp,1.4.0,4,https://github.com/webmproject/libwebp
libwebsockets,4.3.3,3,https://github.com/warmcat/libwebsockets
libx11,1.8.10,0,https://gitlab.freedesktop.org/xorg/lib/libx11.git
libxau,1.0.11,7,https://gitlab.freedesktop.org/xorg/lib/libxau.git
libxcb,1.17.0,3,https://gitlab.freedesktop.org/xorg/lib/libxcb.git
libxcomposite,0.4.6,3,https://gitlab.freedesktop.org/xorg/lib/libxcomposite.git
libxcrypt,4.4.36,7,https://github.com/besser82/libxcrypt
libxdmcp,1.1.5,3,https://gitlab.freedesktop.org/xorg/lib/libxdmcp.git
libxext,1.3.6,3,https://gitlab.freedesktop.org/xorg/lib/libxext.git
libxi,1.8.2,0,https://gitlab.freedesktop.org/xorg/lib/libxi.git
libxml2,2.13.4,0,https://gitlab.gnome.org/GNOME/libxml2.git
libxpm,3.5.17,3,https://gitlab.freedesktop.org/xorg/lib/libxpm.git
libxrender,0.9.11,7,https://gitlab.freedesktop.org/xorg/lib/libxrender.git
libxslt,1.1.42,0,https://gitlab.gnome.org/GNOME/libxslt.git
libxtst,1.2.5,0,https://gitlab.freedesktop.org/xorg/lib/libxtst.git
libxt,1.3.0,2,https://gitlab.freedesktop.org/xorg/lib/libxt.git
linkerd2-proxy,2.256.0,0,https://github.com/linkerd/linkerd2-proxy
linkerd-await,0.2.9,1,https://github.com/linkerd/linkerd-await
linkerd-network-validator,0.1.2,2,https://github.com/linkerd/linkerd2-proxy-init
linux-headers,6.6.29,1,https://github.com/gregkh/linux
litefs,0.5.11,7,https://github.com/superfly/litefs
litestream,0.3.13,5,https://github.com/benbjohnson/litestream
lksctp-tools,1.0.21,0,https://github.com/sctp/lksctp-tools
llvm15,15.0.7,7,https://github.com/llvm/llvm-project
llvm16,16.0.6,3,https://github.com/llvm/llvm-project
llvm17,17.0.6,2,https://github.com/llvm/llvm-project
llvm-18,18.1.8,3,https://github.com/llvm/llvm-project
llvm-19,19.1.1,0,https://github.com/llvm/llvm-project
llvm-libcxx-15,15.0.7,0,https://github.com/llvm/llvm-project
llvm-libcxx-16,16.0.6,2,https://github.com/llvm/llvm-project
llvm-libcxx-17,17.0.6,0,https://github.com/llvm/llvm-project
llvm-libunwind-15,15.0.7,1,https://github.com/llvm/llvm-project
llvm-libunwind-16,16.0.6,4,https://github.com/llvm/llvm-project
llvm-libunwind-17,17.0.6,1,https://github.com/llvm/llvm-project
lmdb,0.9.31,1,https://github.com/LMDB/lmdb.git
lm-sensors,3.6.0,1,https://github.com/lm-sensors/lm-sensors
local-path-provisioner,0.0.29,1,https://github.com/rancher/local-path-provisioner
local-static-provisioner,2.7.0,7,https://github.com/kubernetes-sigs/sig-storage-local-static-provisioner
logstash-exporter,1.7.0,1,https://github.com/kuskoman/logstash-exporter
logstash-filter-xml,4.2.0,1,https://github.com/logstash-plugins/logstash-filter-xml.git
logstash-integration-jdbc,5.5.0,0,https://github.com/logstash-plugins/logstash-integration-jdbc
logstash-output-opensearch,2.0.2,1,https://github.com/opensearch-project/logstash-output-opensearch
logstash,8.15.2,1,https://github.com/elastic/logstash
loki-3.2,3.2.0,1,https://github.com/grafana/loki
lshw,2.2,0,https://ezix.org/src/pkg/lshw.git
lua5.3-lzlib,0.4.3,4,https://github.com/LuaDist/lzlib
lua-cjson,2.1.0.12,4,https://github.com/openresty/lua-cjson
lua-json4,1.0.1,0,https://github.com/craigmj/json4lua
lua-luv,1.48.0.2,2,https://github.com/luvit/luv
lua-mpack,1.0.12,0,https://github.com/libmpack/libmpack-lua
lua-resty-balancer,0.05,4,https://github.com/openresty/lua-resty-balancer
lua-resty-cache,0.14,0,https://github.com/openresty/lua-resty-lrucache
lua-resty-cookie,0.1.0,4,https://github.com/cloudflare/lua-resty-cookie
lua-resty-core,0.1.29,0,https://github.com/openresty/lua-resty-core
lua-resty-dns,0.23,3,https://github.com/openresty/lua-resty-dns
lua-resty-global-throttle,0.2.0,4,https://github.com/ElvinEfendi/lua-resty-global-throttle
lua-resty-http,0.17.2,0,https://github.com/ledgetech/lua-resty-http.git
lua-resty-ipmatcher,0.6.1,4,https://github.com/api7/lua-resty-ipmatcher.git
lua-resty-lock,0.09,4,https://github.com/openresty/lua-resty-lock
lua-resty-memcached,0.17,4,https://github.com/openresty/lua-resty-memcached
lua-resty-redis,0.31,0,https://github.com/openresty/lua-resty-redis.git
lua-resty-string,0.15,4,https://github.com/openresty/lua-resty-string
lua-resty-upload,0.11,0,https://github.com/openresty/lua-resty-upload.git
lvm2,2.03.27,0,https://gitlab.com/lvmteam/lvm2.git
lvm-driver,1.6.2,0,https://github.com/openebs/lvm-localpv
lychee,0.15.1,2,https://github.com/lycheeverse/lychee
lz4,1.10.0,2,https://github.com/lz4/lz4
mage,1.15.0,10,https://github.com/magefile/mage
mailpit,1.20.5,0,https://github.com/axllent/mailpit
malcontent,1.1.1,0,https://github.com/chainguard-dev/malcontent
management-api-for-apache-cassandra-4.1,0.1.87,0,https://github.com/k8ssandra/management-api-for-apache-cassandra
mattermost-10.0,10.0.0,0,https://github.com/mattermost/mattermost
maven-3.9,3.9.9,0,https://github.com/apache/maven
mc,0.20241002.082728,0,https://github.com/minio/mc
mdbook,0.4.40,1,https://github.com/rust-lang/mdbook
meilisearch,1.10.2,0,https://github.com/meilisearch/meilisearch.git
melange,0.12.1,0,https://github.com/chainguard-dev/melange
memcached-exporter,0.14.4,2,https://github.com/prometheus/memcached_exporter
memcached,1.6.31,0,https://github.com/memcached/memcached.git
memtier-benchmark,2.1.1,0,https://github.com/RedisLabs/memtier_benchmark
mesa,24.2.4,0,https://gitlab.freedesktop.org/mesa/mesa
metacontroller,4.11.19,0,https://github.com/metacontroller/metacontroller
metallb,0.14.8,1,https://github.com/metallb/metallb
metric-collector-for-apache-cassandra-4.1,0.3.5,5,https://github.com/datastax/metric-collector-for-apache-cassandra
metrics-server,0.7.2,1,https://github.com/kubernetes-sigs/metrics-server
mimalloc2,2.1.7,2,https://github.com/microsoft/mimalloc
mimalloc,1.8.7,2,https://github.com/microsoft/mimalloc
minify,2.20.37,1,https://github.com/tdewolff/minify
minio-operator,6.0.3,1,https://github.com/minio/operator
minio,0.20241002.175041,0,https://github.com/minio/minio
mitmproxy,9.0.1,0,https://github.com/mitmproxy/mitmproxy
mkcert,1.4.4,5,https://github.com/FiloSottile/mkcert.git
mlflow,2.16.2,0,https://github.com/mlflow/mlflow
mockery,2.46.2,0,https://github.com/vektra/mockery
mockgen,0.4.0,1,https://github.com/uber-go/mock
modsecurity,3.0.13,1,https://github.com/SpiderLabs/ModSecurity
mods,1.6.0,0,https://github.com/charmbracelet/mods
mold,2.34.1,0,https://github.com/rui314/mold
mongo-tools,100.10.0,2,https://github.com/mongodb/mongo-tools
mosquitto,2.0.19,0,https://github.com/eclipse/mosquitto
mpc,1.3.1,5,https://gitlab.inria.fr/mpc/mpc.git
mpfr,4.2.1,4,https://gitlab.inria.fr/mpfr/mpfr.git
msgpack-cxx,6.1.1,3,https://github.com/msgpack/msgpack-c.git
mtr,0.95,1,https://github.com/traviscross/mtr.git
multipath-tools,0.10.0,1,https://github.com/opensvc/multipath-tools
multus-cni,4.1.2,0,https://github.com/k8snetworkplumbingwg/multus-cni
mysql-connector-cpp,9.0.0,0,https://github.com/mysql/mysql-connector-cpp
nats-server,2.10.21,0,https://github.com/nats-io/nats-server
nats,0.1.5,1,https://github.com/nats-io/natscli
ndctl,79,0,https://github.com/pmem/ndctl
neo4j,5.24.1,0,https://github.com/neo4j/neo4j
neon,6777,0,https://github.com/neondatabase/neon
neovim,0.10.1,1,https://github.com/neovim/neovim
nerdctl,1.7.7,0,https://github.com/containerd/nerdctl
netavark,1.12.2,0,https://github.com/containers/netavark
net-snmp,5.9.4,1,https://github.com/net-snmp/net-snmp.git
net-tools,2.1,3,https://git.code.sf.net/p/net-tools/code
neuvector-manager,5.3.4,1,https://github.com/neuvector/manager
neuvector-prometheus-exporter,1.1.0.0,0,https://github.com/neuvector/prometheus-exporter.git
neuvector-sigstore-interface,0_git20240801,2,https://github.com/neuvector/sigstore-interface
newrelic-fluent-bit-output,2.0.2,2,https://github.com/newrelic/newrelic-fluent-bit-output
newrelic-infra-operator,0.19.3,0,https://github.com/newrelic/newrelic-infra-operator
newrelic-infrastructure-agent,1.57.2,0,https://github.com/newrelic/infrastructure-agent
newrelic-infrastructure-bundle,3.2.55,0,https://github.com/newrelic/infrastructure-bundle
newrelic-nri-kube-events,2.10.8,0,https://github.com/newrelic/nri-kube-events
newrelic-nri-statsd,2.9.2,2,https://github.com/newrelic/nri-statsd
newrelic-prometheus-configurator,1.17.4,0,https://github.com/newrelic/newrelic-prometheus-configurator
nfs-ganesha,6.1,0,https://github.com/nfs-ganesha/nfs-ganesha
nfs-subdir-external-provisioner,4.0.18,10,https://github.com/kubernetes-sigs/nfs-subdir-external-provisioner
nghttp2,1.63.0,0,https://github.com/nghttp2/nghttp2.git
nginx-mainline,1.27.1,0,https://github.com/nginx/nginx.git
nginx-stable,1.26.2,0,https://github.com/nginx/nginx.git
ngrep,1.47,2,https://github.com/jpr5/ngrep
ninja-build,1.12.1,1,https://github.com/ninja-build/ninja
njs,0.8.6,0,https://github.com/nginx/njs
nlohmann-json,3.11.3,1,https://github.com/nlohmann/json
node-feature-discovery-0.16,0.16.4,2,https://github.com/kubernetes-sigs/node-feature-discovery
nodejs-16,16.20.2,6,https://github.com/nodejs/node.git
nodejs-18,18.20.4,0,https://github.com/nodejs/node.git
nodejs-19,19.9.0,8,https://github.com/nodejs/node.git
nodejs-20,20.18.0,0,https://github.com/nodejs/node.git
nodejs-21,21.7.3,3,https://github.com/nodejs/node.git
nodejs-22,22.9.0,0,https://github.com/nodejs/node.git
node-problem-detector-0.8,0.8.19,4,https://github.com/kubernetes/node-problem-detector
nodetaint,0.0.4,22,https://github.com/wish/nodetaint
novnc,1.5.0,0,https://github.com/novnc/noVNC
npth,1.7,2,git://git.gnupg.org/npth.git
nri-apache,1.12.7,0,https://github.com/newrelic/nri-apache
nri-cassandra,2.13.10,0,https://github.com/newrelic/nri-cassandra
nri-consul,2.7.15,0,https://github.com/newrelic/nri-consul
nri-couchbase,2.6.8,0,https://github.com/newrelic/nri-couchbase
nri-discovery-kubernetes,1.9.3,0,https://github.com/newrelic/nri-discovery-kubernetes
nri-elasticsearch,5.2.6,1,https://github.com/newrelic/nri-elasticsearch
nri-f5,2.7.7,0,https://github.com/newrelic/nri-f5
nri-haproxy,3.0.2,1,https://github.com/newrelic/nri-haproxy
nri-jmx,3.7.0,3,https://github.com/newrelic/nri-jmx
nri-kafka,3.7.5,0,https://github.com/newrelic/nri-kafka
nri-kubernetes,3.29.5,0,https://github.com/newrelic/nri-kubernetes
nri-memcached,2.5.8,0,https://github.com/newrelic/nri-memcached
nri-mongodb,2.8.7,0,https://github.com/newrelic/nri-mongodb
nri-mssql,2.12.8,0,https://github.com/newrelic/nri-mssql
nri-mysql,1.10.11,0,https://github.com/newrelic/nri-mysql
nri-nagios,2.9.7,0,https://github.com/newrelic/nri-nagios
nri-nginx,3.4.10,0,https://github.com/newrelic/nri-nginx
nri-postgresql,2.14.0,0,https://github.com/newrelic/nri-postgresql
nri-prometheus,2.21.6,0,https://github.com/newrelic/nri-prometheus
nri-rabbitmq,2.13.9,0,https://github.com/newrelic/nri-rabbitmq
nri-redis,1.11.9,0,https://github.com/newrelic/nri-redis
nrjmx,2.6.0,0,https://github.com/newrelic/nrjmx
nsc,2.9.0,0,https://github.com/nats-io/nsc
nsd,4.10.1,0,https://github.com/NLnetLabs/nsd
ntfs-3g,2022.10.3,0,https://github.com/tuxera/ntfs-3g
ntpd-rs,1.3.0,0,https://github.com/pendulum-project/ntpd-rs
nuclei,3.3.4,0,https://github.com/projectdiscovery/nuclei
numactl,2.0.18,0,https://github.com/numactl/numactl
nvidia-container-toolkit,1.16.2,0,https://github.com/NVIDIA/nvidia-container-toolkit
nvidia-device-plugin,0.16.2,1,https://github.com/NVIDIA/k8s-device-plugin
nvm,0.40.1,0,https://github.com/nvm-sh/nvm
nvtop,3.1.0,1,https://github.com/Syllo/nvtop
ocamlbuild,0.15.0,0,https://github.com/ocaml/ocamlbuild
ocaml,5.2.0,0,https://github.com/ocaml/ocaml
octo-sts,0.4.2,1,https://github.com/octo-sts/app
odbc-cpp-wrapper,1.1,1,https://github.com/SAP/odbc-cpp-wrapper/
ollama,0.3.12,0,https://github.com/ollama/ollama
onetbb,2021.13.0,1,https://github.com/oneapi-src/oneTBB
oniguruma,6.9.9,3,https://github.com/kkos/oniguruma
opa-envoy,0.69.0_rc,0,https://github.com/open-policy-agent/opa-envoy-plugin
opam,2.2.1,0,https://github.com/ocaml/opam
opa,0.69.0,0,https://github.com/open-policy-agent/opa
opencl,2024.05.08,1,https://github.com/KhronosGroup/OpenCL-SDK
opendoas,6.8.2,1,https://github.com/Duncaen/OpenDoas
openexr,3.3.0,0,https://github.com/openexr/openexr
openh264,2.4.1,1,https://github.com/cisco/openh264
openjdk-11,11.0.24,0,https://github.com/openjdk/jdk11u.git
openjdk-14,14.0.2.12,6,https://github.com/openjdk/jdk14u
openjdk-15,15.0.10.5,6,https://github.com/openjdk/jdk15u
openjdk-16,16.0.2.7,6,https://github.com/openjdk/jdk16u
openjdk-17,17.0.12,0,https://github.com/openjdk/jdk17u.git
openjdk-18,18.0.2.1.0,5,https://github.com/openjdk/jdk18u
openjdk-19,19.0.2.7,5,https://github.com/openjdk/jdk19u
openjdk-20,20.0.2.9,4,https://github.com/openjdk/jdk20u
openjdk-21,21.0.4,1,https://github.com/openjdk/jdk21u.git
openjdk-22,22.0.2,0,https://github.com/openjdk/jdk22u.git
openjdk-23,23,0,https://github.com/openjdk/jdk23u
openjdk-24,24,0,https://github.com/openjdk/jdk
openldap,2.6.8,5,https://git.openldap.org/openldap/openldap.git
openlibm,0.8.3,0,https://github.com/JuliaLang/openlibm
openmpi,5.0.5,0,https://github.com/open-mpi/ompi
openpmix,5.0.3,0,https://github.com/openpmix/openpmix
openrc,0.55.1,0,https://github.com/OpenRC/openrc
openscap,1.4.0,1,https://github.com/OpenSCAP/openscap
opensearch-2,2.17.0,0,https://github.com/opensearch-project/OpenSearch
opensearch-dashboards-2,2.17.0,0,https://github.com/opensearch-project/OpenSearch-Dashboards.git
openssl-fips-test,0.1,0,https://github.com/chainguard-dev/openssl-fips-test
openssl,3.3.2,0,https://github.com/openssl/openssl.git
opentelemetry-collector-contrib,0.111.0,0,https://github.com/open-telemetry/opentelemetry-collector-contrib
opentelemetry-collector,0.111.0,0,https://github.com/open-telemetry/opentelemetry-collector
opentofu,1.8.3,0,https://github.com/opentofu/opentofu
openvpn,2.6.12,0,https://github.com/OpenVPN/openvpn
oranda,0.6.5,0,https://github.com/axodotdev/oranda
oras,1.2.0,3,https://github.com/oras-project/oras
osv-scanner,1.9.0,0,https://github.com/google/osv-scanner
overmind,2.5.1,4,https://github.com/DarthSim/overmind
owfs,3.2.4,0,https://github.com/owfs/owfs
pango,1.54.0,0,https://gitlab.gnome.org/GNOME/pango.git
paranoia,0.2.1,19,https://github.com/jetstack/paranoia
